,state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
2038,OR,7732.0,No,Basic,High School or Below,Employed,F,34430,Urban,Divorced,65,6.0,15,0.0,2,Personal Auto,Personal L2,Offer1,Agent,185.0,Two-Door Car,Medsize,January
2039,AZ,9560.0,No,Extended,Doctor,Disabled,F,19429,Suburban,Married,122,18.0,21,0.0,9,Special Auto,Special L1,Offer1,Branch,683.0,SUV,Small,February
2040,OR,26113.0,No,Basic,Bachelor,Employed,M,80409,Urban,Divorced,74,28.0,72,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,263.0,Two-Door Car,Medsize,January
2041,WA,6689.0,Yes,Extended,High School or Below,Employed,M,56980,Suburban,Married,84,33.0,70,0.0,7,Corporate Auto,Corporate L3,Offer2,Agent,599.0,Two-Door Car,Medsize,February
2042,AZ,4638.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,68,18.0,81,0.0,3,Personal Auto,Personal L3,Offer1,Call Center,352.0,Four-Door Car,Medsize,February
2043,CA,4930.0,Yes,Basic,Bachelor,Employed,M,25632,Suburban,Married,63,27.0,52,0.0,7,Personal Auto,Personal L1,Offer2,Call Center,351.0,Two-Door Car,Medsize,January
2044,AZ,9104.0,No,Premium,College,Employed,M,65733,Suburban,Married,113,13.0,6,0.0,3,Personal Auto,Personal L2,Offer2,Agent,685.0,Four-Door Car,Medsize,February
2045,CA,5243.0,No,Basic,Bachelor,Employed,F,96535,Urban,Single,66,11.0,85,0.0,3,Personal Auto,Personal L3,Offer1,Agent,271.0,Four-Door Car,Medsize,January
2046,OR,12422.0,No,Basic,Bachelor,Employed,M,58781,Urban,Divorced,106,31.0,37,0.0,2,Personal Auto,Personal L2,Offer1,Agent,502.0,SUV,Small,January
2047,WA,5640.0,Yes,Basic,High School or Below,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Personal Auto,Personal L2,Offer2,Agent,426.0,Four-Door Car,Medsize,January
2048,WA,4049.0,No,Premium,Bachelor,Employed,F,62864,Rural,Single,104,20.0,14,0.0,1,Personal Auto,Personal L2,Offer3,Agent,171.0,Two-Door Car,Small,January
2049,AZ,4631.0,No,Basic,Bachelor,Employed,M,78152,Suburban,Married,114,18.0,35,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,547.0,SUV,Medsize,January
2050,CA,23990.0,No,Basic,Bachelor,Employed,M,69781,Suburban,Married,119,25.0,49,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,849.0,SUV,Small,January
2051,NV,7086.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,196,10.0,38,0.0,1,Personal Auto,Personal L3,Offer1,Branch,1645.0,Luxury SUV,Medsize,January
2052,OR,3601.0,Yes,Basic,High School or Below,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,695.0,SUV,Medsize,February
2053,WA,12322.0,No,Basic,High School or Below,Medical Leave,M,26887,Suburban,Single,113,32.0,67,0.0,2,Special Auto,Special L3,Offer1,Web,542.0,SUV,Small,January
2054,CA,7019.0,Yes,Basic,College,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,302.0,Four-Door Car,Medsize,January
2055,CA,4330.0,Yes,Premium,College,Employed,M,60475,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L1,Offer2,Branch,514.0,Four-Door Car,Medsize,February
2056,AZ,7614.0,No,Extended,Bachelor,Employed,M,27293,Suburban,Married,96,20.0,55,0.0,6,Personal Auto,Personal L3,Offer2,Web,469.0,Two-Door Car,Medsize,February
2057,WA,8662.0,No,Basic,College,Unemployed,F,0,Urban,Married,117,0.0,65,0.0,4,Personal Auto,Personal L3,Offer3,Call Center,511.0,SUV,Medsize,February
2058,CA,6677.0,No,Extended,High School or Below,Employed,M,56875,Rural,Married,84,0.0,70,0.0,6,Personal Auto,Personal L2,Offer3,Branch,145.0,Two-Door Car,Medsize,January
2059,AZ,4196.0,No,Premium,High School or Below,Medical Leave,F,18052,Suburban,Divorced,111,5.0,71,0.0,1,Personal Auto,Personal L1,Offer3,Web,699.0,Four-Door Car,Medsize,February
2060,CA,2675.0,Yes,Basic,College,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,331.0,Four-Door Car,Small,February
2061,NV,7221.0,No,Basic,Bachelor,Employed,M,33811,Urban,Married,184,17.0,59,0.0,1,Personal Auto,Personal L3,Offer3,Agent,587.0,Luxury SUV,Medsize,February
2062,OR,3837.0,No,Extended,Bachelor,Employed,M,36794,Suburban,Single,99,0.0,75,0.0,1,Personal Auto,Personal L3,Offer1,Agent,713.0,Four-Door Car,Large,February
2063,AZ,3587.0,No,Extended,High School or Below,Disabled,M,16049,Suburban,Married,93,3.0,8,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,446.0,Four-Door Car,Large,February
2064,OR,8283.0,No,Premium,High School or Below,Employed,M,71034,Suburban,Married,103,26.0,15,0.0,3,Corporate Auto,Corporate L1,Offer1,Branch,494.0,Four-Door Car,Medsize,February
2065,CA,5108.0,No,Basic,College,Disabled,M,26784,Suburban,Married,67,14.0,82,0.0,8,Corporate Auto,Corporate L3,Offer3,Branch,482.0,Four-Door Car,Small,January
2066,OR,4349.0,Yes,Basic,College,Employed,F,75648,Rural,Married,108,28.0,10,0.0,1,Personal Auto,Personal L2,Offer2,Branch,113.0,SUV,Large,February
2067,OR,14429.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,68,2.0,82,0.0,2,Personal Auto,Personal L1,Offer1,Branch,326.0,Two-Door Car,Small,January
2068,OR,7521.0,No,Premium,College,Unemployed,M,0,Suburban,Married,104,13.0,20,0.0,3,Personal Auto,Personal L3,Offer1,Branch,499.0,Four-Door Car,Small,February
2069,OR,5627.0,No,Basic,Doctor,Employed,F,61486,Urban,Married,70,2.0,65,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,334.0,Two-Door Car,Medsize,January
2070,WA,5296.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,74,19.0,71,0.0,3,Personal Auto,Personal L1,Offer3,Agent,533.0,Four-Door Car,Medsize,January
2071,NV,5678.0,Yes,Extended,Bachelor,Unemployed,F,0,Suburban,Married,76,8.0,44,0.0,3,Personal Auto,Personal L2,Offer2,Agent,365.0,Four-Door Car,Small,January
2072,OR,3231.0,Yes,Extended,College,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Special Auto,Special L3,Offer2,Call Center,208.0,Four-Door Car,Medsize,January
2073,AZ,7805.0,Yes,Basic,College,Retired,F,21073,Suburban,Divorced,106,25.0,54,1.0,3,Personal Auto,Personal L2,Offer1,Agent,509.0,SUV,Small,January
2074,CA,3455.0,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,91,16.0,63,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,681.0,Four-Door Car,Small,February
2075,OR,2398.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,65,26.0,97,0.0,1,Personal Auto,Personal L3,Offer1,Agent,423.0,Two-Door Car,Medsize,February
2076,CA,19339.0,No,Basic,Master,Employed,M,22582,Suburban,Married,61,0.0,74,0.0,2,Personal Auto,Personal L1,Offer2,Web,293.0,Four-Door Car,Medsize,February
2077,CA,3057.0,No,Extended,High School or Below,Employed,F,78310,Suburban,Married,76,4.0,24,0.0,1,Personal Auto,Personal L2,Offer3,Branch,365.0,Four-Door Car,Medsize,January
2078,AZ,7700.0,No,Basic,Bachelor,Medical Leave,M,23577,Rural,Married,68,1.0,67,0.0,2,Personal Auto,Personal L3,Offer2,Agent,92.0,Four-Door Car,Medsize,February
2079,CA,3491.0,No,Extended,Master,Employed,F,29673,Urban,Single,92,21.0,49,2.0,1,Corporate Auto,Corporate L3,Offer2,Branch,328.0,Two-Door Car,Medsize,February
2080,CA,58167.0,No,Basic,Bachelor,Employed,M,61321,Rural,Single,186,0.0,30,1.0,2,Personal Auto,Personal L3,Offer2,Branch,428.0,Luxury Car,Small,February
2081,WA,9080.0,No,Basic,High School or Below,Employed,M,68073,Suburban,Married,114,16.0,63,0.0,8,Personal Auto,Personal L3,Offer3,Agent,547.0,SUV,Medsize,February
2082,CA,19175.0,No,Basic,Bachelor,Employed,F,74028,Rural,Married,118,10.0,16,0.0,2,Corporate Auto,Corporate L1,Offer4,Call Center,53.0,SUV,Medsize,February
2083,WA,7824.0,No,Basic,College,Employed,M,32823,Suburban,Married,100,1.0,36,0.0,8,Personal Auto,Personal L3,Offer2,Agent,480.0,SUV,Medsize,January
2084,CA,2118.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,64,0.0,78,0.0,1,Personal Auto,Personal L3,Offer1,Branch,426.0,Four-Door Car,Medsize,February
2085,CA,5234.0,No,Basic,High School or Below,Employed,F,69231,Urban,Married,65,19.0,7,0.0,9,Personal Auto,Personal L1,Offer2,Agent,193.0,Four-Door Car,Medsize,January
2086,NV,5080.0,No,Extended,Doctor,Employed,F,83288,Urban,Married,124,18.0,70,0.0,1,Personal Auto,Personal L3,Offer1,Agent,353.0,SUV,Medsize,January
2087,OR,4372.0,No,Basic,Bachelor,Medical Leave,M,20354,Suburban,Married,116,23.0,0,0.0,1,Personal Auto,Personal L1,Offer3,Agent,557.0,SUV,Medsize,January
2088,CA,4547.0,No,Basic,Bachelor,Medical Leave,F,29031,Suburban,Married,61,7.0,19,2.0,3,Personal Auto,Personal L2,Offer2,Agent,293.0,Four-Door Car,Medsize,February
2089,OR,4146.0,No,Premium,College,Disabled,M,25943,Suburban,Married,110,26.0,83,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,1067.0,Two-Door Car,Small,January
2090,AZ,5624.0,No,Basic,High School or Below,Employed,F,77912,Rural,Single,71,2.0,21,1.0,3,Corporate Auto,Corporate L3,Offer3,Branch,24.0,Four-Door Car,Medsize,January
2091,AZ,2231.0,No,Basic,College,Unemployed,M,0,Suburban,Married,62,9.0,49,0.0,1,Personal Auto,Personal L2,Offer1,Agent,326.0,Four-Door Car,Medsize,January
2092,NV,4555.0,No,Basic,Bachelor,Employed,M,90156,Urban,Married,114,16.0,6,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,388.0,SUV,Small,January
2093,NV,2799.0,No,Basic,Master,Employed,M,78127,Rural,Married,69,5.0,6,0.0,1,Personal Auto,Personal L3,Offer3,Call Center,136.0,Four-Door Car,Medsize,January
2094,AZ,37151.0,No,Basic,High School or Below,Disabled,F,17774,Rural,Married,108,0.0,64,0.0,2,Personal Auto,Personal L2,Offer3,Call Center,116.0,SUV,Medsize,January
2095,CA,5482.0,No,Basic,Bachelor,Employed,F,70795,Urban,Married,68,10.0,95,0.0,4,Corporate Auto,Corporate L1,Offer2,Call Center,178.0,Four-Door Car,Medsize,February
2096,OR,2404.0,No,Basic,High School or Below,Disabled,M,24248,Suburban,Married,70,33.0,82,3.0,1,Personal Auto,Personal L2,Offer1,Agent,336.0,Four-Door Car,Medsize,January
2097,OR,2545.0,No,Basic,High School or Below,Employed,M,71868,Suburban,Single,65,6.0,61,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,312.0,Four-Door Car,Small,February
2098,OR,2754.0,No,Basic,College,Employed,M,79507,Suburban,Married,70,7.0,17,3.0,1,Personal Auto,Personal L3,Offer2,Call Center,442.0,Two-Door Car,Medsize,February
2099,WA,4463.0,Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Personal Auto,Personal L1,Offer1,Web,350.0,Two-Door Car,Medsize,January
2100,OR,4380.0,No,Basic,Doctor,Employed,F,40896,Urban,Married,109,3.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Branch,319.0,Sports Car,Medsize,January
2101,OR,4880.0,No,Basic,College,Unemployed,M,0,Suburban,Single,67,7.0,84,0.0,5,Personal Auto,Personal L3,Offer1,Agent,322.0,Four-Door Car,Medsize,February
2102,NV,7154.0,No,Basic,Bachelor,Employed,F,28204,Urban,Married,182,30.0,84,0.0,1,Personal Auto,Personal L2,Offer2,Branch,532.0,Luxury Car,Medsize,January
2103,CA,26512.0,No,Extended,Bachelor,Employed,M,28773,Suburban,Single,229,14.0,72,0.0,2,Personal Auto,Personal L1,Offer4,Web,1099.0,Luxury Car,Medsize,January
2104,AZ,4854.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,24.0,53,0.0,3,Personal Auto,Personal L3,Offer1,Web,468.0,Four-Door Car,Medsize,January
2105,WA,9103.0,No,Premium,Doctor,Employed,M,73759,Suburban,Married,114,2.0,25,3.0,6,Personal Auto,Personal L3,Offer1,Agent,547.0,Four-Door Car,Small,February
2106,OR,19504.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,17.0,55,0.0,2,Personal Auto,Personal L1,Offer3,Agent,346.0,Four-Door Car,Medsize,January
2107,OR,5875.0,No,Basic,Master,Employed,M,55836,Urban,Married,73,8.0,87,0.0,7,Personal Auto,Personal L3,Offer1,Web,315.0,Four-Door Car,Medsize,January
2108,WA,6647.0,No,Extended,Bachelor,Employed,F,95815,Suburban,Married,82,6.0,95,0.0,3,Personal Auto,Personal L2,Offer3,Call Center,394.0,Four-Door Car,Small,February
2109,CA,2393.0,No,Basic,College,Medical Leave,M,22981,Rural,Single,69,30.0,8,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,17.0,Four-Door Car,Large,January
2110,OR,10298.0,No,Extended,High School or Below,Employed,M,64825,Urban,Married,129,1.0,78,0.0,4,Personal Auto,Personal L3,Offer2,Web,359.0,SUV,Medsize,January
2111,WA,14413.0,No,Basic,College,Employed,F,56457,Rural,Single,73,27.0,68,0.0,2,Personal Auto,Personal L2,Offer3,Web,138.0,Four-Door Car,Large,February
2112,CA,2004.0,Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Corporate Auto,Corporate L3,Offer1,Branch,317.0,Four-Door Car,Small,February
2113,AZ,8630.0,No,Premium,College,Employed,M,24065,Suburban,Divorced,111,30.0,1,0.0,5,Corporate Auto,Corporate L2,Offer1,Branch,533.0,Four-Door Car,Medsize,January
2114,CA,7705.0,No,Basic,High School or Below,Employed,M,30366,Suburban,Single,101,25.0,13,2.0,3,Personal Auto,Personal L2,Offer1,Branch,485.0,SUV,Medsize,February
2115,OR,5350.0,No,Extended,College,Employed,F,58357,Suburban,Single,137,27.0,76,2.0,1,Personal Auto,Personal L2,Offer2,Call Center,708.0,Sports Car,Medsize,January
2116,CA,5931.0,No,Basic,High School or Below,Employed,F,56617,Suburban,Married,74,18.0,24,0.0,3,Personal Auto,Personal L2,Offer4,Call Center,355.0,Four-Door Car,Small,February
2117,CA,14942.0,No,Basic,Bachelor,Disabled,F,22978,Suburban,Married,190,8.0,53,0.0,4,Personal Auto,Personal L3,Offer1,Branch,912.0,Luxury Car,Medsize,February
2118,OR,6447.0,No,Extended,High School or Below,Employed,F,55037,Suburban,Married,80,20.0,88,1.0,8,Corporate Auto,Corporate L2,Offer3,Agent,482.0,Four-Door Car,Medsize,February
2119,CA,8467.0,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,122,2.0,73,0.0,5,Personal Auto,Personal L1,Offer1,Call Center,1100.0,SUV,Medsize,January
2120,NV,3697.0,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,113,3.0,91,0.0,1,Personal Auto,Personal L3,Offer1,Agent,814.0,Two-Door Car,Medsize,February
2121,OR,6271.0,No,Extended,College,Employed,F,94880,Urban,Single,79,18.0,73,3.0,3,Special Auto,Special L2,Offer1,Agent,348.0,Four-Door Car,Medsize,January
2122,CA,2551.0,Yes,Basic,Master,Employed,M,79751,Suburban,Married,63,15.0,67,0.0,1,Personal Auto,Personal L3,Offer3,Web,392.0,Two-Door Car,Small,January
2123,OR,2644.0,No,Extended,College,Unemployed,F,0,Suburban,Single,82,14.0,56,3.0,1,Personal Auto,Personal L3,Offer1,Branch,394.0,Two-Door Car,Medsize,February
2124,AZ,4025.0,No,Basic,College,Unemployed,M,0,Suburban,Married,119,29.0,54,2.0,1,Personal Auto,Personal L3,Offer3,Agent,571.0,SUV,Small,February
2125,OR,4606.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,8.0,14,2.0,8,Corporate Auto,Corporate L1,Offer1,Call Center,518.0,Four-Door Car,Medsize,February
2126,AZ,13467.0,Yes,Basic,High School or Below,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,571.0,SUV,Small,February
2127,AZ,2589.0,No,Basic,Doctor,Employed,M,46168,Suburban,Married,65,1.0,7,0.0,1,Personal Auto,Personal L2,Offer2,Agent,312.0,Four-Door Car,Medsize,February
2128,NV,8276.0,No,Premium,College,Employed,F,48197,Suburban,Single,106,10.0,61,0.0,6,Personal Auto,Personal L2,Offer2,Agent,509.0,Four-Door Car,Medsize,January
2129,OR,9935.0,No,Extended,High School or Below,Employed,F,56379,Suburban,Married,125,0.0,59,1.0,8,Corporate Auto,Corporate L2,Offer1,Agent,600.0,SUV,Medsize,February
2130,OR,8701.0,No,Extended,College,Unemployed,M,0,Suburban,Married,122,8.0,32,0.0,6,Personal Auto,Personal L3,Offer4,Agent,685.0,SUV,Medsize,February
2131,CA,17430.0,No,Basic,Master,Employed,M,41775,Rural,Married,109,11.0,80,0.0,2,Personal Auto,Personal L3,Offer1,Web,105.0,Sports Car,Medsize,January
2132,NV,2735.0,No,Basic,High School or Below,Employed,M,92157,Urban,Single,69,19.0,33,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,270.0,Two-Door Car,Medsize,January
2133,CA,8265.0,No,Basic,High School or Below,Employed,F,42045,Rural,Married,103,7.0,12,0.0,3,Personal Auto,Personal L2,Offer1,Agent,41.0,SUV,Medsize,February
2134,AZ,2854.0,No,Basic,Doctor,Employed,F,87455,Urban,Divorced,71,10.0,46,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,329.0,Four-Door Car,Medsize,January
2135,WA,7756.0,No,Basic,College,Unemployed,M,0,Suburban,Single,74,24.0,63,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,533.0,Two-Door Car,Small,February
2136,OR,4657.0,No,Basic,College,Disabled,M,18024,Suburban,Single,65,13.0,1,0.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Medsize,January
2137,AZ,5860.0,No,Basic,Bachelor,Employed,F,38684,Suburban,Married,74,1.0,22,0.0,6,Personal Auto,Personal L3,Offer3,Branch,377.0,Two-Door Car,Medsize,January
2138,WA,2638.0,No,Basic,High School or Below,Employed,M,54378,Suburban,Married,66,16.0,30,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,317.0,Four-Door Car,Small,January
2139,CA,3847.0,No,Extended,College,Employed,M,23459,Rural,Married,96,17.0,19,0.0,1,Personal Auto,Personal L3,Offer2,Branch,185.0,Four-Door Car,Medsize,February
2140,AZ,4734.0,No,Basic,College,Unemployed,M,0,Suburban,Single,67,7.0,75,0.0,5,Personal Auto,Personal L3,Offer3,Agent,747.0,Four-Door Car,Medsize,January
2141,NV,8179.0,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,112,17.0,29,0.0,7,Personal Auto,Personal L3,Offer1,Call Center,806.0,Four-Door Car,Medsize,February
2142,NV,5780.0,Yes,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,788.0,Four-Door Car,Medsize,February
2143,CA,6767.0,No,Extended,College,Employed,M,20046,Suburban,Married,87,15.0,59,0.0,3,Personal Auto,Personal L2,Offer3,Web,418.0,Two-Door Car,Medsize,February
2144,OR,7713.0,No,Basic,Bachelor,Employed,M,45506,Suburban,Single,66,16.0,32,2.0,2,Personal Auto,Personal L3,Offer1,Agent,317.0,Four-Door Car,Medsize,February
2145,OR,8402.0,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,124,15.0,86,0.0,8,Personal Auto,Personal L2,Offer2,Web,595.0,SUV,Medsize,January
2146,CA,3802.0,No,Extended,High School or Below,Employed,F,33043,Suburban,Married,95,15.0,90,0.0,1,Personal Auto,Personal L3,Offer1,Branch,456.0,Two-Door Car,Medsize,January
2147,OR,3325.0,No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,92,13.0,17,0.0,1,Personal Auto,Personal L2,Offer1,Agent,442.0,Two-Door Car,Medsize,January
2148,AZ,2711.0,No,Extended,College,Unemployed,M,0,Suburban,Single,76,11.0,38,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,547.0,Two-Door Car,Medsize,February
2149,NV,11244.0,No,Extended,College,Employed,M,66146,Urban,Single,96,2.0,38,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,251.0,Two-Door Car,Medsize,February
2150,OR,2394.0,Yes,Basic,College,Unemployed,M,0,Suburban,Single,70,24.0,10,0.0,1,Personal Auto,Personal L3,Offer1,Branch,425.0,Four-Door Car,Medsize,January
2151,AZ,6005.0,Yes,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,8,Personal Auto,Personal L3,Offer1,Agent,365.0,Four-Door Car,Medsize,January
2152,OR,10927.0,No,Premium,High School or Below,Employed,M,29418,Suburban,Married,274,23.0,31,0.0,1,Personal Auto,Personal L2,Offer4,Agent,1973.0,Luxury SUV,Medsize,January
2153,CA,33452.0,No,Extended,Bachelor,Employed,F,85689,Urban,Married,92,5.0,8,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,238.0,Four-Door Car,Small,February
2154,NV,25763.0,No,Basic,Bachelor,Employed,F,78804,Suburban,Married,71,35.0,93,0.0,2,Personal Auto,Personal L3,Offer3,Agent,390.0,Four-Door Car,Medsize,January
2155,NV,4931.0,No,Basic,College,Unemployed,M,0,Suburban,Single,73,24.0,47,0.0,3,Personal Auto,Personal L3,Offer1,Agent,526.0,Four-Door Car,Small,February
2156,WA,5285.0,No,Basic,Bachelor,Employed,M,40783,Suburban,Married,67,13.0,43,1.0,9,Personal Auto,Personal L1,Offer1,Call Center,322.0,Four-Door Car,Medsize,January
2157,AZ,10359.0,No,Basic,College,Employed,M,84583,Urban,Married,65,6.0,50,0.0,2,Corporate Auto,Corporate L1,Offer2,Branch,239.0,Four-Door Car,Small,February
2158,CA,12884.0,No,Premium,Bachelor,Employed,M,34148,Urban,Married,109,27.0,30,0.0,2,Personal Auto,Personal L2,Offer1,Agent,452.0,Four-Door Car,Medsize,February
2159,CA,7201.0,Yes,Basic,College,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Personal Auto,Personal L3,Offer2,Agent,317.0,Four-Door Car,Medsize,January
2160,WA,8287.0,No,Basic,Bachelor,Employed,F,40001,Rural,Divorced,70,26.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,143.0,Four-Door Car,Medsize,February
2161,CA,14980.0,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,222,26.0,50,0.0,8,Personal Auto,Personal L2,Offer1,Branch,1123.0,Luxury Car,Medsize,January
2162,CA,2782.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,74,8.0,13,0.0,1,Personal Auto,Personal L3,Offer4,Web,533.0,Four-Door Car,Medsize,February
2163,CA,5980.0,Yes,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,76,16.0,56,0.0,3,Personal Auto,Personal L2,Offer2,Agent,547.0,Four-Door Car,Medsize,February
2164,AZ,5062.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,68,19.0,16,0.0,8,Personal Auto,Personal L3,Offer3,Call Center,326.0,Two-Door Car,Medsize,February
2165,WA,2129.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,19.0,54,2.0,1,Personal Auto,Personal L1,Offer1,Agent,312.0,Four-Door Car,Medsize,January
2166,OR,2538.0,No,Basic,High School or Below,Employed,M,25506,Suburban,Married,65,10.0,16,0.0,1,Personal Auto,Personal L3,Offer3,Branch,312.0,Two-Door Car,Medsize,January
2167,OR,2112.0,No,Basic,College,Unemployed,F,0,Suburban,Single,74,5.0,75,4.0,1,Personal Auto,Personal L2,Offer3,Branch,370.0,Four-Door Car,Large,January
2168,WA,3479.0,No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,104,13.0,29,0.0,1,Personal Auto,Personal L2,Offer3,Branch,499.0,Two-Door Car,Medsize,January
